price,title,address,cuisine,cuisineGroup,imagesCount,lat,lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,phone,placeId,plusCode,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,searchPageUrl,locality,street,rating,url,website,reservationLink,Cash Vouchers,Buffet Deals,Set Deals
$$,Cedele Bakery Cafe - One Raffles Quay,"1 Raffles Quay, #B2-02/03, Singapore 048583",Bakery,Cafe/Bakery,28,1.2810864,103.8519735,"Friday,",7:30AM to 5PM,"Saturday,",Closed,"Sunday,",Closed,"Monday,",7:30AM to 5PM,"Tuesday,",7:30AM to 5PM,"Wednesday,",7:30AM to 5PM,"Thursday,",7:30AM to 5PM,+65 6423 4882,ChIJ7b1oZw4Z2jER8TGDMBNyzOo,7VJ2+CQ Singapore,48583,110,20,5,5,8,0,2,"https://www.google.com/maps/search/restaurants+in+Raffles+Place/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Raffles Place,"1 Raffles Quay, #B2-02/03",2.9,"https://www.google.com/maps/place/Cedele+Bakery+Cafe+-+One+Raffles+Quay/@1.2810864,103.8519735,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190e6768bded:0xeacc7213308331f1!8m2!3d1.2810864!4d103.8519735?hl=en",http://www.cedele.com/,,,,
$$,Whisk & Paddle,"10 Tebing Ln, Singapore 828836",Cafe,Cafe/Bakery,4024,1.393014,103.91743,"Saturday,",9:30AM to 10:30PM,"Sunday,",9:30AM to 10PM,"Monday,",9:30AM to 10PM,"Tuesday,",Closed,"Wednesday,",12 to 10PM,"Thursday,",12 to 10PM,"Friday,",12 to 10:30PM,+65 6242 4617,ChIJ7aoYFPg92jER2jM2zMAKjrY,9WV8+6X Singapore,828836,18,2389,979,847,152,308,103,"https://www.google.com/maps/search/restaurants+in+West+Coast/@1.4151913,104.4600889,12z?hl=en",West Coast ,10 Tebing Ln,4,"https://www.google.com/maps/place/Whisk+%26+Paddle/@1.393014,103.91743,17z/data=!3m1!4b1!4m5!3m4!1s0x31da3df81418aaed:0xb68e0ac0cc3633da!8m2!3d1.393014!4d103.91743?hl=en",http://www.whiskandpaddle.com.sg/,,,,
$,Feng Ji Chicken Rice,"225 River Valley Rd, Singapore 238283",Chinese,Chinese,256,1.293795,103.8424181,"Saturday,",10:30AM to 10:30PM,"Sunday,",10:30AM to 10:30PM,"Monday,",10:30AM to 10:30PM,"Tuesday,",10:30AM to 10:30PM,"Wednesday,",10:30AM to 10:30PM,"Thursday,",10:30AM to 10:30PM,"Friday,",10:30AM to 10:30PM,+65 6268 6763,ChIJ7aLOLJ8Z2jER72My0xmWCNQ,7RVR+GX Singapore,238283,23,242,133,71,11,21,6,"https://www.google.com/maps/search/restaurants+in+River+Valley/@1.4399979,103.8212306,12z?hl=en",River Valley ,225 River Valley Rd,4.3,"https://www.google.com/maps/place/Feng+Ji+Chicken+Rice/@1.293795,103.8424181,17z/data=!3m1!4b1!4m5!3m4!1s0x31da199f2ccea2ed:0xd4089619d33263ef!8m2!3d1.293795!4d103.8424181?hl=en",https://www.facebook.com/FengJiChickenRice/,,,,
$,Saizeriya,"2 Jurong East Central 1, #02-09B JCube, Singapore 609731",Italian restaurant,Italian,413,1.3331093,103.7403131,"Friday,",11AM to 10PM,"Saturday,",11AM to 10PM,"Sunday,",11AM to 10PM,"Monday,",11AM to 10PM,"Tuesday,",11AM to 10PM,"Wednesday,",11AM to 10PM,"Thursday,",11AM to 10PM,+65 6268 7512,ChIJ7alciQUQ2jERmYGgCsHdRu4,8PMR+64 Singapore,609731,38,1037,517,365,39,88,28,"https://www.google.com/maps/search/Restaurants+in+Jurong/@1.4151913,104.4600889,12z?hl=en",Jurong,"2 Jurong East Central 1, #02-09B JCube",4.2,"https://www.google.com/maps/place/Saizeriya/@1.3331093,103.7403131,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1005895ca9ed:0xee46ddc10aa08199!8m2!3d1.3331093!4d103.7403131?hl=en",https://www.saizeriya.com.sg/,,,,
$$,Group Therapy Coffee - Katong V,"30 E Coast Rd, #01-11 Katong V, Singapore 428751",Cafe,Cafe/Bakery,435,1.3032822,103.9032045,"Saturday,",8AM to 5PM,"Sunday,",8AM to 5PM,"Monday,",8AM to 5PM,"Tuesday,",8AM to 6PM,"Wednesday,",8AM to 6PM,"Thursday,",8AM to 6PM,"Friday,",8AM to 6PM,+65 6440 0457,ChIJ7a2PCnIY2jER2a02FJGAhPU,8W33+87 Singapore,428751,117,332,135,110,18,53,16,"https://www.google.com/maps/search/restaurants+in+East+Coast/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",East Coast ,"30 E Coast Rd, #01-11 Katong V",4,"https://www.google.com/maps/place/Group+Therapy+Coffee+-+Katong+V/@1.3032822,103.9032045,17z/data=!3m1!4b1!4m5!3m4!1s0x31da18720a8faded:0xf58480911436add9!8m2!3d1.3032822!4d103.9032045?hl=en",http://www.gtcoffee.com/,,,,
$$,Shrimp Prawn Seafood,"53 Boat Quay, Singapore 049842",Thai restaurant,Thai,1102,1.2871725,103.8493375,"Friday,","11:30AM to 2:30PM, 5:30 to 10:30PM","Saturday,",5 to 10:30PM,"Sunday,",5 to 10:30PM,"Monday,","11:30AM to 2:30PM, 5:30 to 10:30PM","Tuesday,","11:30AM to 2:30PM, 5:30 to 10:30PM","Wednesday,","11:30AM to 2:30PM, 5:30 to 10:30PM","Thursday,","11:30AM to 2:30PM, 5:30 to 10:30PM",,ChIJ72Zom9YZ2jERL5hWOjPMLRQ,7RPX+VP Singapore,49842,48,698,575,77,17,16,13,"https://www.google.com/maps/search/restaurants+in+Boat+Quay/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Boat Quay ,53 Boat Quay,4.7,"https://www.google.com/maps/place/Shrimp+Prawn+Seafood/@1.2871725,103.8493375,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19d69b6866ef:0x142dcc333a56982f!8m2!3d1.2871725!4d103.8493375?hl=en",http://www.shrimpprawn.com/,,,,https://shop.chope.co/products/1#N/A-off-signature-mains-by-shrimp-prawn-seafood?aff=566&utm_campaign=sg-affiliate-nibbles&utm_source=aff_nibbles&utm_medium=affiliate
$$$$,Havelock Road Cooked Food Centre,"22A Havelock Rd, Singapore 161022",Hawker centre,Hawker Centre,803,1.2877683,103.8295368,"Friday,",6:30AM to 10:30PM,"Saturday,",6:30AM to 10:30PM,"Sunday,",6:30AM to 10:30PM,"Monday,",6:30AM to 10:30PM,"Tuesday,",6:30AM to 10:30PM,"Wednesday,",6:30AM to 10:30PM,"Thursday,",6:30AM to 10:30PM,,ChIJ72xdjXgZ2jERQkQHEiK2QJw,7RQH+4R Singapore,161022,27,1172,460,356,36,265,55,"https://www.google.com/maps/search/restaurants+in+Havelock+Road/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Havelock Road,22A Havelock Rd,4,"https://www.google.com/maps/place/Havelock+Road+Cooked+Food+Centre/@1.2877683,103.8295368,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19788d5d6cef:0x9c40b62212074442!8m2!3d1.2877683!4d103.8295368?hl=en",http://www.nea.gov.sg/,,,,
$$,Song Fa Bak Kut Teh,"1 Maritime Square, #02-74/75, Singapore 099253",Singaporean restaurant,Singaporean,319,1.2648386,103.8200097,"Friday,",11AM to 9:30PM,"Saturday,",11AM to 9:30PM,"Sunday,",10:30AM to 9PM,"Monday,",11AM to 9PM,"Tuesday,",11AM to 9PM,"Wednesday,",11AM to 9PM,"Thursday,",11AM to 9PM,,ChIJ72FjTYUb2jERaZqToNCBTkY,7R7C+W2 Singapore,99253,7,270,127,111,7,18,7,"https://www.google.com/maps/search/Restaurants+in+Harbourfront/@1.4399979,103.8212306,12z?hl=en",Harbourfront,"1 Maritime Square, #02-74/75",4.3,"https://www.google.com/maps/place/Song+Fa+Bak+Kut+Teh/@1.2648386,103.8200097,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1b854d6361ef:0x464e81d0a0939a69!8m2!3d1.2648386!4d103.8200097?hl=en",http://songfa.com.sg/,,,,
$$,River South (Hoe Nam) Prawn Noodles,"31 Tai Thong Cres, Singapore 347859",Singaporean restaurant,Singaporean,1095,1.32885,103.8698555,"Saturday,","7AM to 3PM, 5PM to 1:30AM","Sunday,","7AM to 3PM, 5 to 10PM","Monday,","7AM to 3PM, 5 to 10PM","Tuesday,","7AM to 3PM, 5 to 10PM","Wednesday,","7AM to 3PM, 5 to 10PM","Thursday,","7AM to 3PM, 5 to 10PM","Friday,","7AM to 3PM, 5PM to 1:30AM",+65 6281 9293,ChIJ71Rfs4EX2jER0pUWZ_yoSp0,8VH9+GW Singapore,347859,38,2013,967,561,123,262,100,"https://www.google.com/maps/search/restaurants+in+Potong+Pasir/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Potong Pasir,31 Tai Thong Cres,4.1,"https://www.google.com/maps/place/River+South+(Hoe+Nam)+Prawn+Noodles/@1.32885,103.8698555,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1781b35f54ef:0x9d4aa8fc671695d2!8m2!3d1.32885!4d103.8698555?hl=en",/url?q=http://www.prawnnoodles.com/&sa=U&ved=0ahUKEwj7zvDqsZD8AhX3ElkFHW3-B20Q61gIGSgO&usg=AOvVaw0k40kJaBP0ViAjbWTaInFM,,,,
$,McDonald's Toa Payoh SAFRA,"293 Lorong 6 Toa Payoh #01-02, SAFRA, Club. Singapore, Singapore 319387",Hamburger restaurant,American,114,1.3302727,103.8547051,"Friday,",7AM to 2AM,"Saturday,",7AM to 2AM,"Sunday,",7AM to 12AM,"Monday,",7AM to 12AM,"Tuesday,",7AM to 12AM,"Wednesday,",7AM to 12AM,"Thursday,",7AM to 12AM,+65 6777 3777,ChIJ7_OCQL4X2jERkB9iRMcfRp0,8VJ3+4V Singapore,319387,116,667,330,199,40,68,30,"https://www.google.com/maps/search/Restaurants+in+Toa+Payoh/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Toa Payoh,"293 Lorong 6 Toa Payoh #01-02, SAFRA, Club. Singapore",4.1,"https://www.google.com/maps/place/McDonald's+Toa+Payoh+SAFRA/@1.3302727,103.8547051,17z/data=!3m1!4b1!4m5!3m4!1s0x31da17be4082f3ef:0x9d461fc744621f90!8m2!3d1.3302727!4d103.8547051?hl=en",https://www.mcdonalds.com.sg/,,,,
$,A-One Restaurant,"17 Birch Rd, Singapore 219886",Indian restaurant,Indian,109,1.3108562,103.8538867,"Saturday,",10:30AM to 10:45PM,"Sunday,",10:30AM to 10:45PM,"Monday,",10:30AM to 10:45PM,"Tuesday,",10:30AM to 10:45PM,"Wednesday,",10:30AM to 10:45PM,"Thursday,",10:30AM to 10:45PM,"Friday,",10:30AM to 10:45PM,+65 6294 8590,ChIJ7_7BW8YZ2jER_gCm5n46SyU,8V63+8H Singapore,219886,80,379,221,90,17,38,13,"https://www.google.com/maps/search/restaurants+in+Rochor/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Rochor,17 Birch Rd,4.3,"https://www.google.com/maps/place/A-One+Restaurant/@1.3108562,103.8538867,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19c65bc1feef:0x254b3a7ee6a600fe!8m2!3d1.3108562!4d103.8538867?hl=en",http://www.aonerest.com/,,,,
$$$,Imperial Treasure Super Peking Duck,"Asia Square Tower 1, Marina View, #02-08 8, Singapore 018960",Chinese restaurant,Chinese,932,1.2784217,103.8514742,"Friday,","11:30AM to 3PM, 6 to 10PM","Saturday,","11AM to 3PM, 6 to 10PM","Sunday,","11AM to 3PM, 6 to 10PM","Monday,","11:30AM to 3PM, 6 to 10PM","Tuesday,","11:30AM to 3PM, 6 to 10PM","Wednesday,","11:30AM to 3PM, 6 to 10PM","Thursday,","11:30AM to 3PM, 6 to 10PM",+65 6636 1868,ChIJ6Zgp8REZ2jERIjCAG0f-ug8,7VH2+9H Singapore,18960,80,555,302,184,19,31,19,"https://www.google.com/maps/search/restaurants+in+Shenton+Way/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Shenton Way,"Asia Square Tower 1, Marina View, #02-08 8",4.3,"https://www.google.com/maps/place/Imperial+Treasure+Super+Peking+Duck/@1.2784217,103.8514742,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1911f12998e9:0xfbafe471b803022!8m2!3d1.2784217!4d103.8514742?hl=en",https://www.imperialtreasure.com/restaurant/ImperialTreasureSuperPekingDuck-3,,,,
$$,Extra Virgin Pizza,"8 Marina View #01-04 Asia Square Tower 1, Singapore 018960",Pizza restaurant,Italian,460,1.2788418,103.8514634,"Saturday,",Closed,"Sunday,",Closed,"Monday,",11:30AM to 9:30PM,"Tuesday,",11:30AM to 9:30PM,"Wednesday,",11:30AM to 9:30PM,"Thursday,",11:30AM to 9:30PM,"Friday,",11:30AM to 9:30PM,+65 8299 4219,ChIJ6Zgp8REZ2jERdzS4F0qoEmc,7VH2+GH Singapore,18960,44,518,292,158,13,37,18,"https://www.google.com/maps/search/restaurants+in+West+Coast/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",West Coast ,8 Marina View #01-04 Asia Square Tower 1,4.3,"https://www.google.com/maps/place/Extra+Virgin+Pizza/@1.2788418,103.8514634,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1911f12998e9:0x6712a84a17b83477!8m2!3d1.2788418!4d103.8514634?hl=en",https://www.extravirginpizza.com/,https://book.chope.co/booking?rid=extravirginpizzaasiasqaure86doj17r11&source=aff_nibbles,,,
$$,The Exchange,"8 Marina View #01-05, Asia Square Tower 1, Singapore 018960",Bar,Bar/Pub,322,1.2788671,103.8506526,"Friday,",8AM to 2AM,"Saturday,",Closed,"Sunday,",Closed,"Monday,",Closed,"Tuesday,",8AM to 10PM,"Wednesday,",8AM to 2AM,"Thursday,",8AM to 2AM,+65 6636 1200,ChIJ6Zgp8REZ2jERcUMqs1sD8pk,7VH2+G7 Singapore,18960,96,373,174,121,20,47,11,"https://www.google.com/maps/search/restaurants+in+Shenton+Way/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Shenton Way,"8 Marina View #01-05, Asia Square Tower 1",4.1,"https://www.google.com/maps/place/The+Exchange/@1.2788671,103.8506526,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1911f12998e9:0x99f2035bb32a4371!8m2!3d1.2788671!4d103.8506526?hl=en",http://www.theexchange.com.sg/,,,,
$$,Da Paolo Gastronomia - Harbourfront,"1 HarbourFront Walk, #01-108 VivoCity, Singapore 098585",Cafe,Cafe/Bakery,264,1.2634725,103.8225241,"Friday,",9:30AM to 10PM,"Saturday,",9:30AM to 10PM,"Sunday,",9:30AM to 10PM,"Monday,",9:30AM to 10PM,"Tuesday,",9:30AM to 10PM,"Wednesday,",9:30AM to 10PM,"Thursday,",9:30AM to 10PM,+65 6259 1838,ChIJ6YkZYRYZ2jERBdJhMJnRbV4,7R7F+92 Singapore,98585,114,274,108,63,40,39,24,"https://www.google.com/maps/search/Restaurants+in+Harbourfront/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Harbourfront,"1 HarbourFront Walk, #01-108 VivoCity",3.6,"https://www.google.com/maps/place/Da+Paolo+Gastronomia+-+Harbourfront/@1.2634725,103.8225241,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1916611989e9:0x5e6dd1993061d205!8m2!3d1.2634725!4d103.8225241?hl=en",http://www.dapaolo.com.sg/,,,,
$$$$,Mott 32,"10 Bayfront Ave, B1 - 41 / 42, Singapore 018956",Chinese restaurant,Chinese,2452,1.2855676,103.8592978,"Saturday,","11:30am to 3:30pm, 5 to 11pm","Sunday,","11:30am to 3:30pm, 5 to 11pm","Monday,","11:30am to 3:30pm, 5 to 11pm","Tuesday,","11:30am to 3:30pm, 5 to 11pm","Wednesday,","11:30am to 3:30pm, 5 to 11pm","Thursday,","11:30am to 3:30pm, 5 to 11pm","Friday,","11:30am to 3:30pm, 5 to 11pm",+65 6688 9922,ChIJ6yJYmdsZ2jERLf_UuxsretQ,7VP5+6P Singapore,18956,16,439,237,107,40,31,24,"https://www.google.com/maps/search/Restaurants+in+Marina+Bay/@1.4399979,103.8212306,12z?hl=en",Marina Bay,"10 Bayfront Ave, B1 - 41 / 42",4.1,"https://www.google.com/maps/place/Mott+32/@1.2855676,103.8592978,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19db995822eb:0xd47a2b1bbbd4ff2d!8m2!3d1.2855676!4d103.8592978?hl=en",https://www.marinabaysands.com/restaurants/mott32.html/?utm_source=google&utm_medium=GMB&utm_campaign=mott_32_info_main,,,,
$$,Chi-Bing,"1 Vista Exchange Green, #01-43/K4 The Star Vista Mall, Singapore 138617",Korean restaurant,Korean,640,1.3066925,103.7877906,"Saturday,",11:30AM to 10PM,"Sunday,",11:30AM to 10PM,"Monday,","11:30AM to 3PM, 5 to 10PM","Tuesday,","11:30AM to 3PM, 5 to 10PM","Wednesday,","11:30AM to 3PM, 5 to 10PM","Thursday,","11:30AM to 3PM, 5 to 10PM","Friday,","11:30AM to 3PM, 5 to 10PM",+65 6262 0689,ChIJ6Yhu1U4a2jERk3aTyvSTMWo,8Q4Q+M4 Singapore,138617,3,451,248,134,19,40,10,"https://www.google.com/maps/search/restaurants+in+Buono+Vista/@1.4399979,103.8212306,12z?hl=en",Buono Vista ,"1 Vista Exchange Green, #01-43/K4 The Star Vista Mall",4.3,"https://www.google.com/maps/place/Chi-Bing/@1.3066925,103.7877906,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a4ed56e88e9:0x6a3193f4ca937693!8m2!3d1.3066925!4d103.7877906?hl=en",https://www.chi-bing.com/,,,,
$$,Chow Cute Cafe,"16 The Oval, Seletar Aerospace Park, Singapore 797873",Cafe,Cafe/Bakery,636,1.40832,103.8678018,"Saturday,",10AM to 10PM,"Sunday,",10AM to 10PM,"Monday,",10AM to 10PM,"Tuesday,",Closed,"Wednesday,",10AM to 7PM,"Thursday,",10AM to 7PM,"Friday,",10AM to 10PM,+65 6974 7916,ChIJ-6yeT1EV2jERR8SQA-MoJyQ,CV59+84 Singapore,797873,106,306,135,42,62,38,29,"https://www.google.com/maps/search/restaurants+in+Keppel/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Keppel ,"16 The Oval, Seletar Aerospace Park",3.5,"https://www.google.com/maps/place/Chow+Cute+Cafe/@1.40832,103.8678018,17z/data=!3m1!4b1!4m5!3m4!1s0x31da15514f9eacfb:0x242728e30390c447!8m2!3d1.40832!4d103.8678018?hl=en",http://www.chowcute.com/,,,,
$$,Shi Jian Hot Pot 食间火锅 @ Jurong East,"#02-19, Jcube, 2 Jurong East Central 1, Singapore 609731",Hot pot restaurant,Chinese,365,1.3335591,103.7401341,"Friday,",11:30AM to 10:30PM,"Saturday,",11:30AM to 10:30PM,"Sunday,",11:30AM to 10:30PM,"Monday,",11:30AM to 10:30PM,"Tuesday,",11:30AM to 10:30PM,"Wednesday,",11:30AM to 10:30PM,"Thursday,",11:30AM to 10:30PM,+65 6909 6368,ChIJ6xjeiAUQ2jERbO6hmnP5H6Y,8PMR+C3 Singapore,609731,49,412,233,114,18,38,9,"https://www.google.com/maps/search/Restaurants+in+Jurong/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Jurong,"#02-19, Jcube, 2 Jurong East Central 1",4.3,"https://www.google.com/maps/place/Shi+Jian+Hot+Pot+%E9%A3%9F%E9%97%B4%E7%81%AB%E9%94%85+@+Jurong+East/@1.3335591,103.7401341,17z/data=!3m1!4b1!4m5!3m4!1s0x31da100588de18eb:0xa61ff9739aa1ee6c!8m2!3d1.3335591!4d103.7401341?hl=en",http://www.shijianhotpot.com/,,,,
$$,Lee's Taiwanese,"112 Faber Dr, Singapore 129424",Taiwanese restaurant,Asian,531,1.3203926,103.7564325,"Saturday,",12 to 8:50PM,"Sunday,",12 to 8:50PM,"Monday,",12 to 8:50PM,"Tuesday,",12 to 8:50PM,"Wednesday,",12 to 8:50PM,"Thursday,",12 to 8:50PM,"Friday,",12 to 8:50PM,,ChIJ6wPSCpka2jERY4aGT9ER4LI,8QC4+5H Singapore,129424,9,390,232,101,22,29,6,"https://www.google.com/maps/search/restaurants+in+Mount+Faber/@1.4399979,103.8212306,12z?hl=en",Mount Faber ,112 Faber Dr,4.3,"https://www.google.com/maps/place/Lee's+Taiwanese/@1.3203926,103.7564325,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a990ad203eb:0xb2e011d14f868663!8m2!3d1.3203926!4d103.7564325?hl=en",,,,,
$$$$,Meta Restaurant,"1 Keong Saik Rd., Singapore 089109",European,European,2725,1.2790724,103.8414315,"Friday,","12 to 3PM, 6 to 11:15PM","Saturday,","12 to 3PM, 6 to 11:15PM","Sunday,",Closed,"Monday,",Closed,"Tuesday,",6 to 11:15PM,"Wednesday,",6 to 11:15PM,"Thursday,","12 to 3PM, 6 to 11:15PM",+65 6513 0898,ChIJ6WJrhG0Z2jERFtVbDrD08jM,7RHR+JH Singapore,89109,74,355,274,57,9,11,4,"https://www.google.com/maps/search/restaurants+in+Tanjong+Pagar/@1.4151913,104.4600889,12z/data=!4m2!2m1!6e5?hl=en",Tanjong Pagar ,1 Keong Saik Rd.,4.6,"https://www.google.com/maps/place/Meta+Restaurant/@1.2790724,103.8414315,17z/data=!3m1!4b1!4m5!3m4!1s0x31da196d846b62e9:0x33f2f4b00e5bd516!8m2!3d1.2790724!4d103.8414315?hl=en",http://www.metarestaurant.sg/,https://book.chope.co/booking?rid=metarestaurant1510mtr&source=aff_nibbles,,,
$$,Zaffron Kitchen Star Vista,"1 Vista Exchange Green, #02-04 The Star Vista, Singapore 138617",Indian restaurant,Indian,692,1.3070554,103.7880072,"Saturday,",11:30AM to 9PM,"Sunday,",11AM to 9PM,"Monday,","11:30AM to 3PM, 5 to 9PM","Tuesday,","11:30AM to 3PM, 5 to 9PM","Wednesday,","11:30AM to 3PM, 5 to 9PM","Thursday,","11:30AM to 3PM, 5 to 9PM","Friday,","11:30AM to 3PM, 5 to 9PM",+65 6465 9880,ChIJ6wf8Bw8Q2jERkXEi0xsJzo0,8Q4Q+R6 Singapore,138617,38,936,588,212,33,78,25,"https://www.google.com/maps/search/restaurants+in+Buono+Vista/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Buono Vista ,"1 Vista Exchange Green, #02-04 The Star Vista",4.4,"https://www.google.com/maps/place/Zaffron+Kitchen+Star+Vista/@1.3070554,103.7880072,17z/data=!3m1!4b1!4m5!3m4!1s0x31da100f07fc07eb:0x8dce091bd3227191!8m2!3d1.3070554!4d103.7880072?hl=en",http://www.zaffronkitchen.com/,,,,
$$,Rasa Istimewa Restaurant @ SAFRA Jurong,"333 Boon Lay Way #2B-01, Singapore 649848",Halal restaurant,Halal/Muslim,246,1.3350927,103.706292,"Friday,",11:30AM to 11PM,"Saturday,",11:30AM to 11PM,"Sunday,",11:30AM to 10PM,"Monday,",11:30AM to 10PM,"Tuesday,",11:30AM to 10PM,"Wednesday,",11:30AM to 10PM,"Thursday,",11:30AM to 10PM,+65 6877 9339,ChIJ6w20tYcP2jERTgGjpchB0Ng,8PP4+2G Singapore,649848,9,291,182,72,7,24,6,"https://www.google.com/maps/search/Restaurants+in+Jurong/@1.4399979,103.8212306,12z?hl=en",Jurong,333 Boon Lay Way #2B-01,4.4,"https://www.google.com/maps/place/Rasa+Istimewa+Restaurant+@+SAFRA+Jurong/@1.3350927,103.706292,17z/data=!3m1!4b1!4m5!3m4!1s0x31da0f87b5b40deb:0xd8d041c8a5a3014e!8m2!3d1.3350927!4d103.706292?hl=en",http://www.rasaistimewa.sg/,,,,
$$,Wine RVLT,"38 Carpenter St, #01-01, Singapore 059917",Wine bar,Bar/Pub,1231,1.288033,103.847842,"Saturday,",4PM to 12AM,"Sunday,",Closed,"Monday,",4PM to 12AM,"Tuesday,",4PM to 12AM,"Wednesday,",4PM to 12AM,"Thursday,",4PM to 12AM,"Friday,",4PM to 12AM,+65 6909 5709,ChIJ6V7dA5oZ2jERJKhkmYKcWbo,7RQX+64 Singapore,59917,99,447,310,85,11,29,12,"https://www.google.com/maps/search/Restaurants+in+Clarke+Quay/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Clarke Quay,"38 Carpenter St, #01-01",4.5,"https://www.google.com/maps/place/Wine+RVLT/@1.288033,103.847842,17z/data=!3m1!4b1!4m5!3m4!1s0x31da199a03dd5ee9:0xba599c829964a824!8m2!3d1.288033!4d103.847842?hl=en",https://winervlt.sg/,https://book.chope.co/booking?rid=rvlt1711rvlt&source=aff_nibbles,,,
$$,Shu Yan Sichuan Cuisine,"133 New Bridge Rd, #01-41/42 Chinatown Point, Singapore 059413",Sichuan restaurant,Chinese,466,1.2857163,103.8452531,"Saturday,","11AM to 3PM, 5:30 to 10PM","Sunday,","11AM to 3PM, 5:30 to 10PM","Monday,","11AM to 3PM, 5:30 to 10PM","Tuesday,","11AM to 3PM, 5:30 to 10PM","Wednesday,","11AM to 3PM, 5:30 to 10PM","Thursday,","11AM to 3PM, 5:30 to 10PM","Friday,","11AM to 3PM, 5:30 to 10PM",+65 6732 1898,ChIJ6UHlKZ8Z2jERl9wi1fj9BJQ,7RPW+74 Singapore,59413,108,226,109,67,19,24,7,"https://www.google.com/maps/search/restaurants+in+River+Valley/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",River Valley ,"133 New Bridge Rd, #01-41/42 Chinatown Point",4.1,"https://www.google.com/maps/place/Shu+Yan+Sichuan+Cuisine/@1.2857163,103.8452531,17z/data=!3m1!4b1!4m5!3m4!1s0x31da199f29e541e9:0x9404fdf8d522dc97!8m2!3d1.2857163!4d103.8452531?hl=en",http://www.shuyan.sg/,https://book.chope.co/booking?rid=shuyansichuancuisine1804syc&source=aff_nibbles,https://shop.chope.co/products/shu-yan-sichuan-cuisine?aff=566&utm_campaign=sg-affiliate-nibbles&utm_source=aff_nibbles&utm_medium=affiliate,,
$$$,Señor Taco,"1 Claymore Drive, Orchard Towers (Tower 2), #08-12, Singapore 229594",Mexican restaurant,Mexican,23,1.3073314,103.8294331,"Saturday,",11:30AM to 10:30PM,"Sunday,",11:30AM to 10:30PM,"Monday,",11:30AM to 10:30PM,"Tuesday,",11:30AM to 10:30PM,"Wednesday,",11:30AM to 10:30PM,"Thursday,",11:30AM to 10:30PM,"Friday,",11:30AM to 10:30PM,+65 6337 6376,ChIJ6U1iz4wZ2jERChczH4yXVKM,8R4H+WQ Singapore,229594,92,57,35,11,8,1,2,"https://www.google.com/maps/search/Restaurants+in+Clarke+Quay/@1.4399979,103.8212306,12z/data=!4m2!2m1!6e5?hl=en",Clarke Quay,"1 Claymore Drive, Orchard Towers (Tower 2), #08-12",4.1,"https://www.google.com/maps/place/Se%C3%B1or+Taco/@1.3073314,103.8294331,17z/data=!3m1!4b1!4m5!3m4!1s0x31da198ccf624de9:0xa354978c1f33170a!8m2!3d1.3073314!4d103.8294331?hl=en",,,,,
